Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
Gm20611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Pcbd1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgpl1	0	597	1	2797	169	16	1	0	676	0	318	1823	448	1479	291	4	773	187	531	194
Tbata	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Adamts14	0	0	5	5	9	0	2	11	4	1	7	202	4	4	2	10	3	7	9	4
Gm29861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pald1	0	6	0	2	65	6	0	1	0	0	21	27	0	0	1	11	215	205	64	1
Nodal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
Eif4ebp2	0	0	0	0	0	0	0	0	122	0	0	9	0	0	1	10	247	6	19	166
D830039M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc20	0	0	33	54	20	4698	61	2	148	47	1034	15	15	61	177	211	41	209	150	401
LOC115487393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npffr1	0	0	0	0	0	0	1	1	0	0	1	14	6	0	0	0	6	1	0	1
Ppa1	0	3486	4415	2314	0	3021	40	2242	623	2940	1847	7313	1061	397	1725	2006	2135	2240	1971	1489
1700022H01Rik	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Sar1a	0	6323	0	2423	0	4420	7540	8832	2465	4283	2949	4547	2454	1892	1463	2271	3054	2346	4214	1368
Tysnd1	0	0	0	0	0	0	0	0	0	0	425	22	0	295	0	8	0	4	352	0
Aifm2	0	1227	1	1	3	288	0	0	3	416	2	316	569	1226	2	461	2	81	471	358
Macroh2a2	0	0	2	0	449	410	0	1095	119	385	0	191	0	0	111	174	0	99	89	123
Mir5108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2137	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
Gm51765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Col13a1	0	3	4	2	7	11	3	20	1	2	1	3	6	2	0	6	1	12	6	4
Gm40674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam241b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurog3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan15	0	0	0	0	0	0	0	0	0	0	0	958	0	0	187	213	377	272	19	336
Mir7662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hk1	0	0	0	0	0	1	0	0	0	0	0	1	144	211	97	161	1	0	83	1
Hk1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hkdc1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	84
Gm30322	0	2	5	6	4	0	0	70	5	13	3	4	3	2	2	4	2	27	4	18
Supv3l1	0	0	0	0	168	883	0	0	0	0	0	0	0	0	0	127	0	0	266	0
4930507D05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps26a	0	1999	5	2938	62	4724	416	5	1064	4092	6089	4735	2073	4266	1164	5103	2916	3178	3632	3354
Srgn	0	0	0	0	0	0	0	0	2	255	0	0	0	0	0	0	1	0	0	1
Kifbp	0	61	1	38	31	0	0	1	125	3	3	942	16	918	254	262	115	730	435	314
Ddx21	0	555	1049	47	1195	541	0	0	1	1419	189	92	331	0	732	433	18	605	1422	544
Ddx50	0	480	1	2829	0	978	0	0	923	1047	700	1340	492	1998	1062	612	2	247	1756	624
Stox1	0	7	18	132	100	17	6	237	13	65	21	122	25	8	26	80	82	73	127	122
Mir7215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccar1	0	1367	9	2341	45	2830	6	3	1714	909	3630	3894	6	3	271	3138	1310	1273	2082	1615
Snord98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet1	0	1	0	0	1	2	0	383	10	2	3	1	2	1	0	14	0	17	4	0
Gm51805	0	0	3	105	1	236	0	3	0	7	2	44	3	4	16	16	23	115	19	122
Gm26479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a16	1	19	19	335	107	426	9	123	745	49	5	648	15	8	17	187	984	452	37	489
Gm25862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dna2	0	0	1	24	0	1	2	0	0	0	0	1	216	1	1	192	0	3	262	13
Rufy2	0	1	3	0	1	2	1	0	301	0	2	1	1	0	1	130	200	4	218	5
Hnrnph3	0	408	0	166	993	300	238	2	0	118	464	0	0	207	0	233	162	89	70	0
Pbld2	0	0	11	0	0	0	0	0	415	0	658	7	3	1	350	40	14	1	13	2
Gm16143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbld1	0	25	0	7	34	106	7	15	24	13	5	26	35	25	17	15	41	43	19	27
Atoh7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mypn	0	2	0	0	62	2	1	0	1	0	0	0	0	0	2	0	1	0	0	4
1700120B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
Herc4	0	109	4	6	7	243	108	6	2	2	1	630	5	9	184	182	4	361	385	366
Gm51767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt1	0	0	0	1	0	0	0	0	95	0	0	117	0	0	2	40	0	0	263	91
Dnajc12	0	0	1	1	1	1	1	0	183	0	51	1	16	4	0	214	0	0	45	285
n-TStga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctnna3	0	2	0	9	1	21	9	1	43	39	15	3	0	15	99	6	2	13	33	26
Gm30644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrtm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC118567806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	2	0
Gm22594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31416	0	23	4	17	7	60	9	3	21	2	9	11	168	16	86	25	5	63	92	16
LOC118567808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110002J07Rik	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC118567809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31763	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Reep3	0	0	35	13	6	16	1	2	91	12	20	24	21	3	4	95	23	51	14	53
Jmjd1c	0	4	291	927	18	82	4	15	405	5	8	8	685	16	352	122	118	61	372	13
Nrbf2	0	4	0	0	0	0	2260	1	0	645	748	583	0	267	224	374	22	266	662	140
Gm46200	0	0	2	2	0	4	0	0	0	0	2	0	0	0	0	2	0	0	1	3
Gm46229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31962	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1
Gm32023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Egr2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18	61
Ado	0	0	0	138	0	1	0	0	0	0	0	62	9	0	33	87	87	55	163	18
4930563J15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32364	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	9	0	0
Gm32515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930543I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp365	0	0	0	0	0	3009	2897	0	109	641	0	0	0	432	0	37	0	0	318	6
4930521O17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtkn2	0	0	0	0	0	1448	0	0	0	0	18	0	0	0	2	0	0	458	42	4
Arid5b	0	1221	2841	53	572	251	762	1348	251	780	1311	404	518	977	598	800	1669	485	1800	1137
Gm51770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabcoco1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhobtb1	0	0	0	0	0	0	0	0	0	38	0	0	28	0	0	22	0	0	0	53
A930033H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40685	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4930423B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk1	0	2285	7035	2310	1659	3982	4671	4448	299	4780	3136	2504	2065	0	1948	4093	2030	4569	8190	1431
Ank3	0	5	5	4	35	4	4	20	2	10	4	35	1	51	13	4	4	58	61	84
Gm51806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0
Ccdc6	0	170	1	86	758	31	77	0	155	441	36	300	8	0	214	156	10	205	45	141
Mrln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc16a9	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	128	0	0	0	0
LOC118567787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm33704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam13c	0	0	1687	0	0	1185	0	0	0	214	1	303	0	262	124	87	0	142	231	2
Phyhipl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D630013N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33979	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm40689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930533K18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
Gm24486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bicc1	0	0	0	0	156	389	36	2	708	292	58	502	262	626	103	356	539	547	1992	292
C730027H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34328	0	0	0	0	0	299	0	0	0	0	0	0	0	28	91	0	5	255	114	120
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tfam	0	1494	1	1503	24	599	2116	0	174	1	179	1820	333	0	178	747	464	471	949	261
Ube2d1	0	0	0	299	1342	0	323	0	4	250	87	775	794	476	279	609	175	555	763	52
Gm34376	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm20609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cisd1	0	4558	2739	4638	3337	2227	1326	1	2898	3308	2531	4472	3725	2466	3765	3656	2601	4642	3844	3531
Ipmk	0	0	0	0	0	178	0	0	0	0	0	10	352	0	102	198	0	267	0	0
Gm34486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40690	0	0	0	1	2	6	1	1	0	41	0	27	3	5	3	1	0	5	1	6
Gm34609	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0
Gm24984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Zwint	0	9877	3077	1940	3099	4839	15345	3855	3111	3685	8526	4436	5886	4701	2000	5711	5536	3240	6089	1726
Gm34776	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	1	2	2
A330049N07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh15	18	2356	245	522	2856	994	417	189	591	1066	516	1965	1210	2171	686	795	988	458	2183	1042
Gm40691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsph14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnaz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab36	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	96	0	17
Bcr	0	1	0	0	0	1022	0	0	0	6	0	59	1	0	93	120	0	114	117	1
Specc1l	0	1	0	0	0	0	2821	0	0	0	0	974	477	79	21	0	49	40	246	132
Gm46234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adora2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upb1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933407G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gucd1	0	0	0	0	0	0	3013	0	0	792	576	291	207	0	41	221	292	210	53	280
Snrpd3	0	3957	4668	4756	4432	2880	6011	2333	1881	3767	3319	6493	4085	4408	3250	5281	5731	3667	5394	2674
Lrrc75b	0	1948	0	0	538	2212	140	0	354	276	973	398	609	101	1199	389	418	427	998	613
Ggt1	0	0	0	2	2	0	0	0	0	1	0	304	1	321	124	160	4	6	106	2
Ggt5	0	0	0	0	0	0	0	0	0	0	0	0	82	0	6	0	0	0	237	0
Gm26402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Susd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabin1	0	0	0	1	90	563	454	0	348	210	0	351	991	824	140	109	0	0	292	8
Gm40696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddt	0	1220	0	1813	195	693	2523	0	1463	1549	949	1242	1577	168	682	927	639	1033	1182	825
Gstt3	0	76	0	0	64	0	1997	0	0	0	0	1005	0	162	227	478	329	0	608	0
Gstt1	0	444	0	0	0	508	0	0	0	409	836	163	0	616	39	200	589	0	336	0
Gstt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstt2	0	0	0	0	0	253	0	0	0	0	15	0	0	0	0	0	2	0	2	0
Mif	0	16743	10250	10612	7953	6481	14136	6692	12380	12229	12918	14783	17075	14282	16362	16180	17507	10610	18550	10424
Gm40697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Derl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcb1	0	1177	2469	2234	1916	664	0	0	1165	370	1530	2587	1537	2704	818	1482	1834	1134	1560	1672
Mmp11	0	0	0	0	0	0	0	0	0	0	663	0	69	0	0	94	75	152	411	0
Chchd10	0	392	2469	1046	0	147	436	1	107	115	398	140	163	379	105	454	294	617	367	407
Gm867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	4
Vpreb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5134	0	3	3	9	32	44	2	55	1	50	11	11	15	55	3	35	60	50	89	74
Mir6409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp280b	0	0	0	34	0	2	0	0	3	0	0	4	0	0	0	5	2	7	96	76
Slc5a4b	0	2	38	13	19	70	15	12	18	2	4	138	10	10	4	28	18	360	55	44
Gm16222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a4a	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
Prmt2	0	3000	0	1776	657	0	0	0	1421	1525	488	1362	1815	1022	207	824	761	1062	1433	403
Mir678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100b	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dip2a	0	57	0	0	0	0	0	1	0	13	1	0	0	0	3	0	0	1	0	2
Gm40699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcnt	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	472	15
1700094J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	4	0	3	1	0	10	3	0	6	9	4	0	3	7	4
Ybey	0	0	0	0	626	309	0	0	0	380	1	96	495	0	61	230	38	352	0	223
Mcm3ap	0	5	10	27	80	448	22	18	193	9	15	26	489	398	477	135	12	85	520	62
Lss	0	0	0	442	0	524	0	0	0	289	0	0	0	297	0	47	0	98	46	0
4930483K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spatc1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Col6a2	0	0	0	1633	0	0	0	0	0	582	0	73	0	0	260	278	377	0	1005	14
Gm51774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110
Col6a1	0	0	0	0	757	0	0	0	0	0	0	120	0	0	533	191	0	288	921	309
Pcbp3	0	0	1	21	0	1	0	0	116	2	1	1	1	1	105	1	1	15	1	1
Gm35664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35721	0	1	29	32	4	175	1	1	5	0	0	12	0	9	21	44	0	15	4	13
Gm3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc19a1	0	0	0	202	0	0	0	0	0	0	0	47	1	0	0	107	348	47	10	40
Col18a1	0	4	6	624	12	24	3	2	2	3	1494	50	143	41	13	28	6	26	79	33
Gm35837	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0	44	0	0
Gm40704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
Gm10941	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	37	0	0	109
Pofut2	0	4272	0	840	2540	1	0	0	294	975	2308	1704	1267	1078	270	551	1411	448	1475	188
Adarb1	0	10	8	632	18	22	3	4	53	117	215	39	141	4	30	240	35	31	12	26
Gm17769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0
Gm51791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm35983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam207a	0	22	9	1323	1366	556	780	1	820	939	16	1005	298	7	374	343	480	500	243	601
2810425M01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb2	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	120	0	242	0	143
Pttg1ip	0	6322	1277	3442	3210	5889	8513	4387	3863	5423	3384	3562	2152	104	2126	3194	2414	2753	3365	1198
Sumo3	0	13004	8597	11246	3886	6510	8488	6007	7001	10333	14306	9712	9981	5584	6759	10662	9054	8833	8580	2739
Ube2g2	0	18	60	1152	3909	382	567	0	16	29	3142	2606	604	37	257	902	449	22	953	940
Mir1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspear	0	12	3	1	17	20	4	5	13	1	4	7	50	1	5	7	7	18	14	11
Gm19402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap10-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm2	0	20	7	6	14	10	3	12	6	7	5	16	12	9	4	4	8	15	31	9
LOC115487516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap410	0	0	0	0	933	703	1917	0	222	424	0	0	547	810	309	732	433	1131	598	417
Pfkl	0	1	0	0	2297	3	4284	0	0	1441	0	129	0	0	196	636	1927	478	804	435
Aire	0	0	0	4	10	1	0	0	0	23	0	0	0	22	0	0	1	4	0	0
Dnmt3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Gm51775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
