Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|Q6QI06|RICTR_MOUSE	Q6QI06	RICTR_MOUSE	Rictor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6R891|NEB2_MOUSE	Q6R891	NEB2_MOUSE	Ppp1r9b	56540.656	52009.793	58651.477	35490.5	0	52429.46	0	72652.36	0	37222.145	52709.664	45484.9	45727.88	76324.664	63210.605	59325.2	59633.68	0	46858.793	28955.158	0	48083.434	50096.38	40030.883	0	0	55089.46	75982.164	37858.86	32729.324	0	0	0	43447.53	38266.37	0	0	0	0	0	79959.32	0	0	0	0	0	58074.062	42537.152	0	93155.81	91813.484	64945.336	59155.42	0	56784.707	95200.43	73578.41	96991.08	88931.28	109037.94	83368.63	118997.94	107072.12	0	68691.2	67240.92	61719.652	74465.64	71685.82	51660.75	100626.77	77158.61	70010.195	77141.62	76927.64	71663.38	74294.49	109403.4	55758.914	75490.555	82136.64	86503.57	82116.35	69516.125	58783.832	0	34924.617	91472.94	0	0	100609.18	78228.62	90095.984	0	89945.74	0
sp|Q6RUT7|CSMT1_MOUSE	Q6RUT7	CSMT1_MOUSE	Ccsmst1	0	0	24726.586	0	0	0	0	0	0	0	0	0	0	24982.516	0	0	0	0	18489.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26962.57	0	0	0	0	0	30017.693	0	0	42588.21	32892.477	0	0	0	25949.09	0	26440.025	0	36102.4	43464.016	24364.514	42643.242	36671.805	0	25702.447	29014.107	0	42838.055	37055.824	0	0	0	24777.137	30965.771	46870.582	0	0	30419.133	0	22505.918	0	0	28555.459	22917.557	0	0	34821.387	26590.719	0	0	44007.73	42905.566	0	0	0	51429.273
sp|Q6S5C2|GNPTG_MOUSE	Q6S5C2	GNPTG_MOUSE	Gnptg	0	13513.264	19557.559	0	0	0	0	0	0	0	0	13442.61	0	0	16872.094	26348.432	13597.991	0	0	21094.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21938.418	0	0	35110.203	34885.184	16910.281	0	0	25992.07	27436.055	27647.568	31590.139	0	42112.715	23102.146	0	16616.062	0	29636.857	0	0	0	0	0	0	0	0	29465.637	17333.209	0	18776.113	0	17850.26	0	46885.348	24055.146	0	22407.139	18200.758	0	0	0	0	0	0	32409.451	19781.809	0	0	0
sp|Q6VN19|RBP10_MOUSE	Q6VN19	RBP10_MOUSE	Ranbp10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6X893|CTL1_MOUSE	Q6X893	CTL1_MOUSE	Slc44a1	0	0	11903.831	0	0	0	0	0	0	0	0	0	0	0	12895.216	0	0	0	0	0	0	0	0	0	0	0	0	0	6408.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23346.484	18499.016	0	18779.648	0	12800.651	0	18645.965	0	22427.107	0	17554.637	26800.629	0	0	18383.344	11596.817	0	47269.477	0	0	16606.004	0	0	19171.027	18513.08	0	11088.087	21497.875	12541.594	15537.1875	0	20127.076	0	0	24323.523	0	26809.453	0	0	0	21563.959	20364.525	0	0	0	0
sp|Q6Y7W8|GGYF2_MOUSE	Q6Y7W8	GGYF2_MOUSE	Gigyf2	44774.984	40098.67	30566.74	32405.941	30435.992	31490.852	0	31553.691	0	28148.672	29527.855	29781.875	38182.426	27162.533	0	34868.934	37023.254	0	40584.83	28560.148	16436.473	30399.988	34327.195	34495.734	23523.17	0	40654.285	24759.383	52057.402	29459.29	0	0	0	32287.65	22915.37	0	0	0	0	0	37322.395	0	0	0	0	29392.248	50722.434	24215.299	0	73232.63	67966.43	37465.594	46350.9	0	55715.875	51176.336	71901	70695.48	70196.7	97872.66	51223.31	61861.008	70313.89	0	0	44754.42	47805.996	73844.94	53596.188	35324.87	68669.8	59262.977	58304.613	54591.836	58254.895	52322.586	35234.08	71158.195	37832.31	51829.34	44627.2	74251.83	65933.53	47058.54	55329.027	0	0	36052.363	0	0	0	62453.164	46505.38	0	59214.133	0
sp|Q6ZPE2|MTMR5_MOUSE	Q6ZPE2	MTMR5_MOUSE	Sbf1	37854.15	23443.336	27151.031	21831.627	30010.273	33632.227	0	29116.03	0	24147.639	0	48498.06	36006.5	37353.742	0	32724.012	41576.965	0	15496.138	19175.748	0	20295.25	21398.59	0	22240.379	0	23924.902	36131.758	0	0	0	0	0	26147.021	0	0	2395912.8	0	0	0	32149.76	0	0	0	0	0	32975.17	20444.38	0	55017.004	54746.68	36706.793	37183.746	0	42635.066	53996.848	49057.895	63642.387	45627.016	63829.426	30710.775	64401.766	86307.49	3301294.2	0	39791.836	32108.842	56135.293	36801.977	38957.44	60077.348	54376.484	26090.836	47086.152	50069.863	34514.664	35907.133	53582.934	35187.246	39198.805	51322.477	67833.695	39879.38	39609.316	26316.674	0	0	37718.02	0	0	3178821	67219.78	24471.305	0	34502.793	34782.7
sp|Q6ZPF4|FMNL3_MOUSE	Q6ZPF4	FMNL3_MOUSE	Fmnl3	0	15255.147	15662.147	11396.31	0	6327.097	0	27150.207	0	0	0	15131.09	0	0	0	24341.76	0	0	0	11496.733	0	13577.434	24465.23	19805.744	0	0	10578.44	12030.43	0	0	0	0	0	17791.95	0	0	0	0	0	0	19390.617	0	0	0	0	0	25266.904	0	0	36064.32	42098.84	23796.268	41909.7	0	28191.396	26593.38	35872.92	40324.62	26426.137	44872.34	22742.195	24856.893	27312.879	0	0	31875.54	37903.38	27953.943	27365.912	21525.924	27088.729	28293.988	30375.754	34198.348	23988.812	29824.674	24029.824	36556.582	26024.23	0	42127.523	40445.58	44069.18	20013.62	27175.691	0	0	21629.54	0	0	24415.553	42216.19	17045.701	3855351.8	26858.39	0
sp|Q6ZPJ3|UBE2O_MOUSE	Q6ZPJ3	UBE2O_MOUSE	Ube2o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16921.654	0	0	12452.556	0	0	0	0	0	0	0	0	0	0	21629.078	0	0	0	0	0	22841.324	0	0	40266.96	23482.553	0	0	0	0	0	29713.006	44083.867	40109.31	36460.664	28187.285	0	32991.27	0	0	28289.984	23202.416	47520.85	26046.064	18078.846	34817.93	0	22053.865	0	34280.926	0	0	34718.65	0	30024.229	0	55151.754	40130.504	25927.404	23550.684	0	0	36021.406	0	0	0	0	25191.965	0	0	0
sp|Q6ZPT1|KLHL9_MOUSE	Q6ZPT1	KLHL9_MOUSE	Klhl9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6ZPU9|KBP_MOUSE	Q6ZPU9	KBP_MOUSE	Kifbp	38616.73	23954.176	0	17217.992	17685.945	38092.645	0	26552.736	0	20868.229	17967.412	41853.527	29444.785	30819.998	27996.04	36548.47	33903.574	0	29393.367	18531.928	0	22858.777	18221.17	25212.879	0	0	37205.023	27145.742	0	0	0	0	0	40992.78	0	0	0	0	0	0	49075.734	0	0	0	0	27582.121	47090.74	0	0	54219.72	46496.742	0	38909.33	0	51748.68	82400.09	69157.914	60878.258	59032.926	77217.54	51509.375	59224.047	63741.242	0	0	31045.018	49035.266	51267.902	37556.703	33469.086	56668.93	48935.195	38052.4	46371.953	60562.72	30902.26	34850	39857.355	35470.895	37546.023	45731.58	61758.68	27280.29	47102.64	48028.4	0	0	44402.594	0	0	0	74162.54	31434.291	0	41958.21	0
sp|Q6ZPY7|KDM3B_MOUSE	Q6ZPY7	KDM3B_MOUSE	Kdm3b	0	0	0	0	0	0	0	0	0	0	0	10376.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23398.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324960.53
sp|Q6ZPZ3|ZC3H4_MOUSE	Q6ZPZ3	ZC3H4_MOUSE	Zc3h4	265264.62	198877.02	370770.06	183986.58	188641.28	449691.47	0	196211.92	0	254620.3	211054.45	227766.72	211310.44	210943.14	0	165116.94	274406.78	0	152614.61	207956.4	100232.97	269478.47	198315.42	267401.4	212612.2	0	192295.1	234220.73	273501	130052.02	0	0	0	156434.39	209863.33	0	0	0	0	0	284897.66	0	0	0	0	199085.19	392869.7	166572.78	0	486682.53	400728.75	276909.03	383889.34	0	435118.22	409450.06	615820.25	690352.56	566079.2	540869.3	442833.22	749843.25	656462.44	0	0	341693.06	455860.6	583109.5	439041.34	214260.52	464928.7	405646	399945.9	360218.53	469124.28	449994	300424.34	478825.2	303622.72	323392.7	403512.53	539756.6	417680.25	376395.62	416143.22	60168.668	83692.27	378221.4	0	0	153363.1	490446.25	384227.06	0	448822.12	105017.13
sp|Q6ZQ08|CNOT1_MOUSE	Q6ZQ08	CNOT1_MOUSE	Cnot1	34717.047	37785.793	44821.387	34155.074	23355.717	30676.662	0	43138.93	0	38434.715	31229.217	33768.066	48087.312	33112.047	56252.85	53814.242	40285.707	0	24532.66	32325.004	30624.594	42297.535	37243.855	34508.63	24712.053	0	32980.945	36397.75	25902.15	32359.592	0	0	0	33802.72	29295.795	0	0	0	0	0	24073.12	0	0	0	0	41586.867	45405.92	28598.832	0	91172.85	67043.03	32368.61	54391.34	0	59138.188	74726.9	96128.57	92505.04	78991.75	91210.49	63579.387	92211.65	110045.22	0	0	73599	61400.082	84749.914	60383.34	54953.66	76685.28	72331.72	59468.76	86129.375	63802.92	69546.39	53859.01	77408.63	47601.816	67775.03	60872.82	89468.97	77106.266	58130.973	70813.05	0	0	54655.57	0	0	0	107879.5	50491.867	0	59612.996	0
sp|Q6ZQ38|CAND1_MOUSE	Q6ZQ38	CAND1_MOUSE	Cand1	338736.53	257593.3	246690.39	201365.42	172266.94	284548.53	0	276811.2	0	199136.14	217797.75	279783.28	284025.72	335054.9	274098.5	257295.69	331089.12	0	277507.78	249531.23	160156.23	262946.12	227131.88	253481.34	208553.17	0	277756.03	316939.56	186641.5	162394.33	0	0	0	300486.94	177472.52	0	139666.17	0	0	0	376959.25	0	0	0	0	213104.66	365632.53	145217.36	0	616288.2	497276.78	187171.2	376714.28	0	406233.2	501747.34	551553.94	562886.6	439652.1	618878	424515.12	627066.3	568324.06	0	104010.336	420098.56	391750.84	651386.25	390451.88	377505.3	507237.44	428326.6	422200.25	546385.5	540425.1	435634.78	377259.84	542849.56	314691.9	435698.3	497233.9	621883.5	376764.84	366321.22	334748.72	96803.92	24414.896	398230.44	0	531446.2	314494.7	603424.3	360648.7	367946.72	422167.88	129331.8
sp|Q6ZQ58|LARP1_MOUSE	Q6ZQ58	LARP1_MOUSE	Larp1	223021.95	191099.25	229851.39	147620.81	120003.87	124137.84	0	185842.92	0	151560.81	149319.69	166894.78	190344.08	226400.31	189604.39	149814.36	201488.47	0	145854.48	142825.8	111016.02	171600.58	152105.06	169535.02	131486.44	0	191971.39	216391.61	150279.83	165068.95	0	0	0	162606.92	107645.75	0	38928.195	0	0	0	238377.2	0	0	0	0	158584.1	254573.94	121966.01	0	408514.12	314748.7	160264.92	265920.1	0	351991.1	258438.38	318572.44	377445.6	334669.6	333992.8	290525.94	410882.62	408288.3	0	51697.57	290884.44	279806.6	364406.6	302342.38	167013.97	366865.1	262148.12	268790.9	283712.28	386243.34	251625.34	256246.36	369562.9	246600.42	311404.6	329509.28	373205.06	362887.06	246135.42	263536.88	74197.94	38847.73	274539.34	0	38378.344	0	371533.1	249200.02	238706.06	268749.84	76882.805
sp|Q6ZQ88|KDM1A_MOUSE	Q6ZQ88	KDM1A_MOUSE	Kdm1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24654.824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21619.613	0	0	0
sp|Q6ZQA6|IGSF3_MOUSE	Q6ZQA6	IGSF3_MOUSE	Igsf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6ZQF0|TOPB1_MOUSE	Q6ZQF0	TOPB1_MOUSE	Topbp1	0	0	11143.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18873.64	0	0	0	17366.809	0	15310.242	0	0	0	0	0	0	0	0	0	21661.027	0	0	0	0	0	0	0	0	0	0	40685.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q6ZQH8|NU188_MOUSE	Q6ZQH8	NU188_MOUSE	Nup188	0	13346.272	15754.254	13363.714	0	0	0	14477.338	0	14707.047	0	0	0	0	0	24562.71	0	0	0	18712.896	0	0	23552.725	0	0	0	0	18852.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19094.584	0	0	0	47499.46	46892.855	0	0	0	0	0	29865.717	0	0	21976.982	27919.762	20556.602	0	0	0	0	16827.035	0	0	16991.787	34953.78	0	35049.574	30350.23	40506.26	37450.777	0	0	18493.846	38876.566	0	0	0	0	0	0	0	0	0	0	0	56874.594	22487.246	0	28049.03	0
sp|Q6ZQI3|MLEC_MOUSE	Q6ZQI3	MLEC_MOUSE	Mlec	43254.34	41669.62	61307.07	33852.72	26662.992	59803.367	0	40757.01	0	37257.78	42640.547	58256.18	43000.016	47620.785	50774.098	55158.72	56322.6	0	31872.314	38974.285	27703.928	54163.72	60018.414	36214.867	41932.39	0	42666.996	46079.17	51241.234	46895.24	0	0	0	70353.555	0	0	0	0	0	0	59948.01	0	0	0	0	26768.092	51093.9	35848.78	0	95734.45	90478.18	65354.7	64980.42	0	69121.17	52161.523	94985.1	101239.38	85764.53	123371.72	71760.89	123017.91	101419.35	0	174625.42	74769.92	56795.35	141375.38	62907.477	81909.88	87303.305	70105.18	61222.445	105716.336	93054.24	68571.54	57950.402	77489.65	58317.953	69132.61	90003.99	110749.125	78264.16	72655.016	65219.44	22493.617	242620.83	61918.45	0	0	87947.45	96672.625	80928.81	98958.93	103850.69	143397.88
sp|Q6ZQK5|ACAP2_MOUSE	Q6ZQK5	ACAP2_MOUSE	Acap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11834.512	11509.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19563.574	0	22569.357	0	0	0	0	0	0	0	0	0	0	18526.695	14762.549	0	0	0	17027.807	24661.154	0	0	0	19662.688	0	24157.393	0	0	0	29897.467	0	0	0	0	0	24192.883	0	0	0	0	0	0	0	0
sp|Q6ZQM8|UD17_MOUSE	Q6ZQM8	UD17_MOUSE	Ugt1a7	89659.82	113846.164	115940.78	72524.61	65740.28	77334.36	0	75910.31	0	81911.87	87206.33	90223.48	97565.055	73838.805	84374.484	120517.54	95639.65	0	41441.48	94770.4	49594.062	126450.04	81621.88	74790.984	54387.79	0	90851.37	55962.684	69256.08	79994.22	0	0	0	84289.74	74527.53	0	0	0	0	0	123855.734	0	0	0	0	79965.33	141231.64	58545.105	0	314873.34	295972.97	124663.375	141636.11	0	158334.36	177325.83	240189.12	310293.28	181307.48	436243.34	197535.83	279242.1	246004.77	0	136308.53	175363.22	152916.62	293180.16	163237.69	128845.29	142841.58	200281.22	171870.03	231178.03	267375.62	137569.08	121283.414	311701	100395.09	192321.23	127443.74	426024.44	250283.34	106405.55	240748.78	0	427187.03	132669.17	0	0	164811.77	210002.88	118300.66	213220.47	163193.44	215000.67
sp|Q6ZWM4|LSM8_MOUSE	Q6ZWM4	LSM8_MOUSE	Lsm8	504646.28	363428.78	377582.94	293586	230719.83	345429.5	0	410631.5	0	228536.8	301843.16	333529	378074.72	346785.47	487361.44	321334.94	423782.16	0	250008.7	325548.9	221907.75	395548.12	293630.44	334756.44	81401.89	0	304950.75	398273.2	307417.5	256091.08	0	0	0	339343.34	265301.97	0	15851.947	0	0	0	389311.03	0	0	0	0	388178.7	534467.25	199811.7	0	1066389.6	535120.6	332671.3	634168.2	0	601707.1	351760.53	858804	965087.9	650703.1	837014.4	509967.5	740491.25	889492.4	0	56259.094	661759.6	552811.56	930828.4	675507.5	403518.94	528192.4	666295.4	683040.6	618392.4	627010.56	697614.94	462069.6	723425.1	403767.22	574857.75	728256.1	937543.94	614378.06	527115.56	668006.3	52817.52	0	521521.03	0	0	0	916504.1	592683.75	0	634094.7	80979.45
sp|Q6ZWN5|RS9_MOUSE	Q6ZWN5	RS9_MOUSE	Rps9	595886.56	512224.78	547982.2	393303.8	313322.53	419492.72	0	604115.44	0	515163.2	521728.34	629359.7	702930	656914.4	967078.06	520100.22	689658.5	0	427901.47	480293.25	347230.88	716438.3	573527.44	662170.5	653732.8	0	561868.1	569191.94	520360.22	360245.03	0	0	0	616097.4	362423.7	0	108070.17	0	0	0	765822.6	0	0	0	0	540875.6	773734.5	324693.44	0	1891381.2	1154133.1	612323.2	1116132.1	0	1308718.2	1081637.8	1434828.6	1582870.2	1334946	1559804.9	1224032	1658084.2	1544930.4	55179.84	283780.4	1296479.6	1327777	1700279.9	1438198.1	639121.25	1380413.1	1194227.9	1137542.4	1377064.9	1450987.9	1168079.5	1110073.9	1593957.8	955969	1357142	1582391.1	1765452.8	1442681.9	879240.9	893588.94	167676.94	141955.2	1102690.2	0	113681.88	107856.67	1823070.4	929043.6	850728.06	1054742.6	282562.88
sp|Q6ZWQ0|SYNE2_MOUSE	Q6ZWQ0	SYNE2_MOUSE	Syne2	0	0	60496.863	0	37363.934	0	0	0	0	55694.043	0	68578.55	0	0	0	93713.5	64298.066	0	53387.75	42455.215	0	68446.05	52743.02	94019.02	74498.96	0	54727.746	0	56362.61	0	0	0	0	74232.914	0	0	0	0	0	0	80048.26	0	0	0	0	0	0	42932.234	0	157520.17	178541.1	52024.04	131463.64	0	112466.93	0	194683.3	218630.69	144191.06	0	0	115592.74	122006.91	0	0	126658.23	103034.91	112841.14	87875.47	0	128293.164	107242.84	85511.99	109088.4	107478.67	87951.125	108047.06	111131.68	97941.22	84302.836	0	150403.22	123744.7	0	0	19475.246	0	100243.75	0	0	0	125058.76	0	0	100992.84	0
sp|Q6ZWU9|RS27_MOUSE	Q6ZWU9	RS27_MOUSE	Rps27	522444.1	507301.56	357214.1	196612.1	185242.7	374653.44	0	514702.38	0	398817.3	258195.78	478910.62	498998.97	513575.97	1006381.25	386787.5	553106.3	0	321567.66	384718.97	267294.12	549092	341830.53	278380.94	434885.72	0	406237.12	470716.84	416167.97	345257.1	0	0	0	422876.56	214756.58	0	69029.484	0	0	0	591214.44	0	0	0	0	433646.44	641629.5	302022.75	0	1026372.2	832131.8	248380.02	526770.3	0	683981.7	489033.28	875833.56	961679.6	505362.62	593092.25	428827.25	904949.9	966413.06	0	55541.14	616483.44	425778.4	924685.06	703079.56	348194.97	469742.88	430229.53	566168.25	655623.5	460541.62	589242.4	485524.22	830876.6	267702.28	638646.56	748803.56	524793.7	730887.2	442408	530844.5	156792.92	52545.72	562001.9	0	49089.19	49350.82	982275.25	483551.06	687417.7	554503.4	34288.55
sp|Q6ZWV3|RL10_MOUSE	Q6ZWV3	RL10_MOUSE	Rpl10	448862.22	371197.94	447273.12	318550.75	218537.25	312494.16	0	427225.84	0	301505.25	317710.3	405348.2	385629.88	526647.56	550697.6	306858.72	428688.53	0	284948.28	326614.62	262671.62	417823.12	342720.78	421966.94	249335.95	0	410703.62	382232.12	399525.9	302069.5	0	0	0	385772.16	297619.62	0	89585.23	0	0	0	464147.56	0	0	0	0	412880.22	500494.03	258775.7	0	582552.75	519691.47	293914.66	356112.9	0	465372.22	461384.44	512081.12	585690.4	494106.4	589874.2	512140.78	729670.94	528798.6	12494.471	115245.92	405732.6	359469.84	461822.75	494965.5	278966.47	485440.44	585285.44	467546.84	460579.47	499931.84	433983.9	400582.75	616597	354453.88	478466.22	541721.06	629320.25	624756.25	325267.4	466260.9	94477.28	53551.465	503035.78	0	67902.086	36749.55	722463.1	363352.78	433644.47	463213.1	148687.31
sp|Q6ZWV7|RL35_MOUSE	Q6ZWV7	RL35_MOUSE	Rpl35	561863.7	527381.9	481882.53	454432.38	246818.89	299402.7	0	646577.3	0	414543.84	489459.66	577996.44	657313.6	679402.9	474729.22	342282.3	602451.44	0	329732.03	442696.8	402928.5	670301.44	577358.3	671062.8	604389.25	0	551171.75	572859.6	404649.38	313647.25	0	0	0	534287.75	401467.1	0	147613.11	0	0	0	662760.7	0	0	0	0	518815.06	752570.4	261033.75	0	1578185.4	951392.94	525519.8	851565.94	0	1171780.4	908899	1365667.4	1302122.5	1179927.4	1190983	922003.5	1398741.2	1225969.4	59863.56	171603.34	1090983.6	985392.2	1266808.4	1115875.9	534461.4	1179843.5	1003130	819285.06	997215.44	1078706.1	943503.8	896709.25	1333005.1	723948.75	1084977.8	1240665.4	1374838.9	1125024	631436	808769.5	170128.88	141085.94	800140.8	0	95629.57	147603.97	1448350	700005.25	511158.06	839630.56	248132.52
sp|Q6ZWX6|IF2A_MOUSE	Q6ZWX6	IF2A_MOUSE	Eif2s1	329504.84	271522.72	357207.38	181373.53	172864.72	252781.02	0	261246.28	0	195522.27	231642.33	293731.94	248214.56	346476.1	296458.47	219231	262033.67	0	196939.11	214090.58	130114.516	263971	308503.9	271065.78	206828.86	0	243337.53	296597.97	233177.55	180108.1	0	0	0	247549.19	205297.77	0	36968.902	0	0	0	330019.9	0	0	0	0	208866.83	395508.88	178966.67	0	673068.75	538318	282847.44	445712.62	0	519212.97	440882.84	507668.47	772583	563231.3	701662.75	469474.47	661362.9	597764.06	0	82688.11	499801.53	492897.88	662539.44	522136.4	196405.33	567960.3	420935.06	402919.97	558206.3	592407.94	402997.06	367410.2	511478.47	348887.4	459584.44	574684.94	712947.75	502508.66	376253.78	407611.16	59606.773	29906.258	455356.66	0	38186.547	0	654857	366543	399492.72	477325.28	97066.04
sp|Q6ZWY3|RS27L_MOUSE	Q6ZWY3	RS27L_MOUSE	Rps27l	126965.25	83029.91	171481.27	91007.75	59367.793	84727.09	0	94387.97	0	91578.195	67774.95	93418.086	111871.88	105571.336	177271.11	95786.086	106483.32	0	50865.223	57727.387	40589.113	81686.42	108310.195	111832.72	92918	0	87538.53	122082.44	81553.47	92394.63	0	0	0	103407.84	47154.363	0	0	0	0	0	138600.89	0	0	0	0	71964.19	116763.33	67933.32	0	304980.38	233529.56	130781.625	194847.44	0	246986.97	194272.55	266275.3	275313.1	248705.39	316734.34	236792.52	290993.88	321757.12	0	51364.05	226340.14	207271.22	329266.56	223880	139568.1	242231.3	238925.25	185775.17	257227.62	267786.5	249411.81	185466.08	255611.48	195584.38	206159.66	268370.03	278976.25	209976.28	179950.25	166849.22	45661.062	29740.182	197810.14	0	0	38980.96	278358.22	150557.45	190884.28	185106.81	50119.562
sp|Q6ZWY8|TYB10_MOUSE	Q6ZWY8	TYB10_MOUSE	Tmsb10	9472991	8532028	9149008	9845061	6215744	11800000	0	9494353	0	9221083	7860317	13700000	8549603	8850491	10600000	7950872	10100000	0	7033427.5	7698530.5	4703286	7689505.5	6830045	11500000	7155415.5	0	9930070	8919159	9257631	5285443	0	0	0	10800000	6079989.5	0	605160.6	0	0	0	12000000	0	0	0	0	8387058.5	13400000	4911094	0	23000000	19500000	547665.75	11700000	0	13000000	5908548	19200000	22900000	15000000	24800000	16800000	29700000	26100000	976923.1	2068447.5	13100000	14400000	18800000	13500000	5924414.5	12200000	16200000	11900000	15800000	15900000	16400000	11000000	18800000	11500000	13900000	18900000	16900000	13000000	12500000	7335697.5	3392325.2	789797.25	15500000	0	679218.06	512275.4	17200000	11900000	13900000	17800000	806107.7
sp|Q6ZWZ2|UB2R2_MOUSE	Q6ZWZ2	UB2R2_MOUSE	Ube2r2	49697.02	27659.941	29015.865	19924.684	23436.416	23343.176	0	34426.355	0	22351.379	0	33978.816	33748.418	0	0	37443.547	0	0	24240.941	0	0	31568.486	42027.938	29906.36	0	0	52816.68	38230.496	21278.625	17879.762	0	0	0	26423.846	20252.674	0	0	0	0	0	42405.17	0	0	0	0	22881.266	40893.797	22199.426	0	53755.93	51373.418	0	40672.215	0	37983.69	47241.43	43993.59	71492.56	54360.027	75397.43	48767.727	55726.97	45074.453	0	0	33405.86	53638.453	57719.15	49817.41	43548.13	47082.625	44557.02	43645.38	57695.31	50495.402	36142.223	0	0	0	0	47544.92	58876.543	54646.375	35555.176	36699.01	0	0	51627.5	0	0	0	69605.76	40632.453	0	52202	0
